Nama Pemohon/Institusi,Emel,No. K/P (baru)/Polis/Tentera/No. Pasport,No. Telefon Bimbit,Declared Income,Savings,Investment (Stocks/Bonds),Gold (grams),Property (number),Profession,Location,Donation Frequency,Average Donation Amount,Fraud Label (Rule-Based)
Ong binti Mei Ling,ong.mei.ling84@hotmail.com,870321-45-8078,012-58112615,8542.99,43478.19,0,0,0,Teacher,Damansara Heights,7,3984.15,Not Fraud
Muhammad bin Abdullah,muhammad.abdullah10@hotmail.com,610506-16-3641,012-7143765,6627.32,85054.74,0,275,0,Farmer,Damansara Heights,5,217.32,Not Fraud
Hafiz bin Ismail,hafiz.ismail9@hotmail.com,980116-02-8027,012-85527046,20525,75190.81,0,0,0,Engineer,Subang Jaya,6,2816.48,Not Fraud
Ong binti Pei Shan,ong.pei.shan28@hotmail.com,791228-23-6588,018-07034820,11095,30953.6,0,377,0,Accountant,Subang Jaya,8,4750.17,Not Fraud
Siti binti Hafiz,siti.hafiz25@outlook.my,531219-22-7720,012-04372865,0,6313.16,75846.71,452,0,Unemployed,Petaling Jaya,9,2064.8,Fraud
Aishah binti Amirul,aishah.amirul25@hotmail.com,590319-48-7214,012-25289595,25272.17,84766.78,0,223,1,Doctor,Mont Kiara,11,1251.48,Not Fraud
Aishah binti Syazwan,aishah.syazwan1@outlook.my,560409-43-5364,019-8391663,2343.6,41120.17,0,0,0,Retired,Cheras,4,4547.19,Fraud
Noraini binti Amirul,noraini.amirul47@gmail.com,950830-27-3522,019-5282765,12942,39900.71,0,146,0,Sales Manager,Bangsar,5,846.58,Not Fraud
Lim bin Wei Jie,lim.wei.jie94@msn.com,690510-04-6283,012-82091217,8947.36,31803.05,0,0,0,Accountant,Kuala Lumpur City Centre,12,3191.81,Not Fraud
Farah binti Razak,farah.razak47@yahoo.com,701019-12-5370,013-03608934,12223.74,0,68676.14,116,3,Doctor,Mont Kiara,6,2819.14,Fraud
Chua binti Xin Yi,chua.xin.yi75@hotmail.com,010713-03-3850,017-61772473,10391,81020.85,191268.3,0,0,Accountant,Bangsar,8,1757.14,Not Fraud
Amirul bin Singh,amirul.singh24@hotmail.com,671224-30-4443,019-73192842,18267.58,41415.71,0,0,0,Doctor,Mont Kiara,1,4823.86,Not Fraud
Wong binti Xin Yi,wong.xin.yi4@hotmail.com,701027-35-9116,012-43164322,9056.23,92098.63,0,0,0,Sales Manager,Cheras,6,2592.8,Not Fraud
Sharifah binti binti Abdullah,sharifah..abdullah85@gmail.com,730126-42-7468,011-5396185,0,23299.81,0,0,0,Unemployed,Subang Jaya,10,176.99,Not Fraud
Amirul bin Khairul,amirul.khairul21@msn.com,810622-07-7121,012-56154835,0.0,63296.29,185073.08,348,0,Unemployed,Kuala Lumpur City Centre,11,4477.84,Fraud
Ali bin Ali,ali.ali16@msn.com,720310-41-6847,014-2562973,10665.23,77127.66,150229.47,329,3,IT Specialist,Cheras,4,1238.54,Not Fraud
Razak bin Ahmad,razak.ahmad65@gmail.com,781001-47-6063,011-60091133,15126.32,0,178071.32,0,0,Accountant,Cheras,7,230.65,Not Fraud
Muhammad bin Khairul,muhammad.khairul72@yahoo.com,741029-44-7303,017-08218380,0,89318.96,173074.36,0,0,Unemployed,Petaling Jaya,10,698.64,Fraud
Tan bin Wei Lun,tan.wei.lun74@hotmail.com,630925-37-3289,013-5554756,15301.97,15265.61,158056.2,0,1,Doctor,Cheras,5,3853.36,Not Fraud
Noraini binti Amirul,noraini.amirul29@gmail.com,510313-10-1048,010-3018747,17988.56,63141.24,0,0,0,IT Specialist,Kuala Lumpur City Centre,10,1244.47,Not Fraud
Sharifah binti Ahmad,sharifah.ahmad36@outlook.my,730425-35-1842,018-5698975,20902.99,47193.15,0,0,1,Business Owner,Damansara Heights,1,2167.12,Not Fraud
Amirul bin Khan,amirul.khan17@hotmail.com,811207-49-9603,019-89596757,12375,75582.97,164999.39,483,1,Accountant,Subang Jaya,9,3763.36,Not Fraud
Kumar bin Kumar,kumar.kumar67@gmail.com,851225-44-4291,016-9894901,11096.34,23448.98,46824.93,339,0,Teacher,Mont Kiara,3,4985.33,Not Fraud
Ali bin Razak,ali.razak44@hotmail.com,790821-05-3283,016-9324744,7168.04,30967.6,0,0,0,Sales Manager,Mont Kiara,5,262.88,Not Fraud
Wong binti Xin Yi,wong.xin.yi57@hotmail.com,770918-12-2436,013-05145940,15313.42,13054.26,0,0,4,IT Specialist,Damansara Heights,10,2457.52,Not Fraud
Syazwan bin Khairul,syazwan.khairul9@outlook.my,701208-25-3931,014-3488295,14822,0,0,164,0,Business Owner,Bangsar,5,2196.29,Not Fraud
Khairul bin Muhammad,khairul.muhammad77@msn.com,621110-37-5611,017-49806394,14103,7084.4,108204.13,0,0,Sales Manager,Bangsar,1,2331.36,Not Fraud
Syazwan bin Abdullah,syazwan.abdullah88@gmail.com,020726-37-9157,019-2133484,10080,87839.56,0,0,0,Teacher,Subang Jaya,7,1589.55,Not Fraud
Khairul bin Hafiz,khairul.hafiz76@outlook.my,960111-52-6751,010-6540069,9033.14,85331.08,167099.04,0,0,Sales Manager,Mont Kiara,7,3587.49,Not Fraud
Abdullah bin bin Abdullah,abdullah..abdullah18@gmail.com,880301-58-7479,017-7115268,30351.3,89411.2,0,0,4,Doctor,Damansara Heights,2,2583.98,Not Fraud
Ali bin Ahmad,ali.ahmad87@gmail.com,861224-28-4349,013-8963968,13126,87352.92,0,87,2,IT Specialist,Subang Jaya,10,825.99,Not Fraud
Goh bin Wei Kang,goh.wei.kang94@yahoo.com,590411-14-9575,013-74167785,4559,42177.88,0,0,0,Retired,Bangsar,2,4760.62,Not Fraud
Zainab binti Ali,zainab.ali37@yahoo.com,620528-34-6368,016-77912093,8300.48,51937.9,14689.1,392,0,Accountant,Damansara Heights,2,2755.62,Not Fraud
Nur binti Ismail,nur.ismail64@msn.com,720216-42-9288,018-0629897,35654.87,91115.63,27597.02,112,4,Doctor,Damansara Heights,7,2916.65,Not Fraud
Wong bin Jia Hao,wong.jia.hao48@msn.com,770819-02-2719,014-8163235,15509.44,0,68590.22,0,1,Business Owner,Damansara Heights,9,111.11,Fraud
Aminah binti bin Abdullah,aminah..abdullah61@outlook.my,700113-23-2840,014-73129069,11482.18,78799.94,0,214,0,Accountant,Cheras,6,3554.39,Not Fraud
Ismail bin Ahmad,ismail.ahmad41@yahoo.com,881114-04-4559,019-37207036,28965,3586.36,193849.12,186,0,Engineer,Subang Jaya,9,4010.98,Not Fraud
Amirul bin Ismail,amirul.ismail86@hotmail.com,651008-47-5107,018-75068089,3704.03,52025.46,0,27,3,Retired,Damansara Heights,2,600.34,Not Fraud
Syazwan bin Amirul,syazwan.amirul1@outlook.my,841103-46-5623,019-06423219,26111.31,87511.29,0,0,0,Engineer,Kuala Lumpur City Centre,8,4229.68,Not Fraud
Chua binti Mei Ling,chua.mei.ling96@gmail.com,721118-35-3766,013-1326644,4611.46,66262.05,190720.47,254,0,Retired,Kuala Lumpur City Centre,7,2910.26,Not Fraud
Lim bin Wei Lun,lim.wei.lun17@gmail.com,980711-05-1483,018-0087289,23767,53357.47,0,0,0,Business Owner,Bangsar,11,4070.44,Not Fraud
Malar binti Ramesh,malar.ramesh25@gmail.com,920209-07-2838,011-6147502,5480,53193.82,146612.3,87,0,IT Specialist,Subang Jaya,3,4609.45,Not Fraud
Khairul bin binti Abdullah,khairul..abdullah94@msn.com,791114-14-6387,014-7306978,12467,80663.65,0,268,0,Sales Manager,Subang Jaya,7,4493.44,Not Fraud
Muhammad bin bin Abdullah,muhammad..abdullah35@msn.com,581207-51-3899,017-3069691,4992,69453.51,0,0,2,Retired,Subang Jaya,9,1079.06,Not Fraud
Ravi bin Ramesh,ravi.ramesh91@yahoo.com,811202-31-7033,018-0144167,11671,0,6729.68,0,0,Teacher,Subang Jaya,6,4754.18,Not Fraud
Aishah binti Abdullah,aishah.abdullah18@outlook.my,931217-22-2920,012-09748114,12307.16,59693.44,165392.82,0,0,Sales Manager,Damansara Heights,3,496.64,Not Fraud
Sharifah binti Khairul,sharifah.khairul95@yahoo.com,060520-34-7334,017-38175489,27102,75812.71,193656.16,0,1,Doctor,Subang Jaya,2,3780.85,Not Fraud
Goh bin Zi Xuan,goh.zi.xuan64@msn.com,930828-14-6485,014-83840219,5267.13,0,104240.75,0,2,Retired,Kuala Lumpur City Centre,2,158.49,Not Fraud
Goh binti Xin Yi,goh.xin.yi96@msn.com,691024-29-6256,013-38549480,7670.25,93982.18,0,438,0,Sales Manager,Mont Kiara,1,894.4,Fraud
Syazwan bin Amirul,syazwan.amirul83@gmail.com,590328-23-2497,017-6312749,13446,68296.14,0,0,3,Teacher,Bangsar,1,4305.34,Not Fraud
Teoh binti Xin Yi,teoh.xin.yi81@yahoo.com,931102-04-5928,019-86015691,0.0,0,190150.36,0,0,Unemployed,Cheras,11,923.92,Fraud
Ali bin bin Abdullah,ali..abdullah58@outlook.my,060602-56-9649,017-81479614,0,76344.92,102723.15,0,0,Unemployed,Subang Jaya,5,484.41,Fraud
Aishah binti Singh,aishah.singh27@outlook.my,831211-42-2454,016-20863843,20951,14527.65,0,0,0,Business Owner,Subang Jaya,2,4687.11,Not Fraud
Nur binti Khairul,nur.khairul2@hotmail.com,731202-03-8842,019-4877221,14920,99134.13,128679.34,0,3,Business Owner,Petaling Jaya,8,4086.08,Not Fraud
Ahmad bin Syazwan,ahmad.syazwan75@outlook.my,850401-32-3229,016-6253794,4802.28,23179.87,24409.79,393,0,Retired,Cheras,8,4612.08,Not Fraud
Razak bin Singh,razak.singh34@gmail.com,590513-07-8203,018-67743395,13945,10899.01,0,326,4,Accountant,Subang Jaya,11,653.99,Not Fraud
Abdullah bin Hafiz,abdullah.hafiz74@outlook.my,910527-25-6867,016-3868650,1500,36148.62,80137.15,0,0,Retired,Subang Jaya,5,1702.29,Fraud
Amirul bin Amirul,amirul.amirul44@outlook.my,580808-42-8771,010-01944246,17188.77,0,0,0,1,Accountant,Damansara Heights,10,3320.29,Not Fraud
Tan binti Jia Yi,tan.jia.yi76@outlook.my,710225-52-3696,012-4532182,15001.23,69121.93,162155.79,0,5,IT Specialist,Kuala Lumpur City Centre,6,2638.67,Not Fraud
Razak bin Syazwan,razak.syazwan80@hotmail.com,560617-54-8995,017-1066139,12368.79,0,0,0,0,Accountant,Mont Kiara,8,2551.94,Not Fraud
Fatimah binti Amirul,fatimah.amirul40@yahoo.com,070325-38-6834,019-98791001,23705,24713.18,85817.1,0,0,Business Owner,Bangsar,2,3609.22,Not Fraud
Razak bin binti Abdullah,razak..abdullah23@gmail.com,650113-24-2881,010-6212590,10908,70229.85,0,478,0,Accountant,Subang Jaya,7,3728.06,Not Fraud
Ali bin Khan,ali.khan18@outlook.my,500603-04-9075,018-4090924,12029,39016.82,108588.14,0,0,Sales Manager,Bangsar,2,417.81,Not Fraud
Hafiz bin Khairul,hafiz.khairul65@outlook.my,021202-15-3159,013-1392148,11119,74097.18,191801.87,453,0,Sales Manager,Subang Jaya,5,2962.44,Not Fraud
Noraini binti Khan,noraini.khan10@outlook.my,820320-32-7812,016-0105573,6138.18,0,63837.75,281,0,Farmer,Damansara Heights,12,3013.71,Not Fraud
Goh binti Xin Yi,goh.xin.yi42@hotmail.com,840201-25-6146,019-27901393,0,8493.0,111284.97,435,0,Unemployed,Subang Jaya,3,3440.45,Fraud
Aminah binti Singh,aminah.singh94@hotmail.com,780501-24-3734,014-97848782,8492.02,44077.02,130298.26,411,0,Farmer,Mont Kiara,2,1189.96,Not Fraud
Syazwan bin binti Abdullah,syazwan..abdullah19@outlook.my,960117-39-3957,016-5877496,7967.75,0,79732.41,0,0,Teacher,Damansara Heights,10,2117.72,Not Fraud
Lee bin Zi Xuan,lee.zi.xuan72@hotmail.com,770227-53-8413,019-93502335,6051,90621.29,0,0,0,IT Specialist,Bangsar,9,4643.94,Not Fraud
Ismail bin binti Abdullah,ismail..abdullah79@hotmail.com,041207-28-2461,017-0760161,7139,0,32076.67,323,0,Farmer,Subang Jaya,12,1589.24,Not Fraud
Hafiz bin Ismail,hafiz.ismail27@gmail.com,960604-10-8579,019-4160864,11493.39,89355.03,94255.29,183,0,Accountant,Mont Kiara,1,4154.41,Not Fraud
Sharifah binti Singh,sharifah.singh78@yahoo.com,540423-37-6968,011-53965050,27534.46,4109.67,26096.69,121,2,Engineer,Kuala Lumpur City Centre,3,4149.93,Not Fraud
Khairul bin Razak,khairul.razak52@msn.com,921122-02-6145,010-07376237,7604,13145.67,62253.56,480,0,Accountant,Subang Jaya,12,2109.68,Not Fraud
Ganesh bin Ramesh,ganesh.ramesh31@outlook.my,831129-38-8965,013-0353441,22773.81,56765.6,0,0,0,Engineer,Cheras,9,3211.71,Not Fraud
Fatimah binti Ali,fatimah.ali17@outlook.my,991115-52-1204,016-2696980,5518,68569.6,141465.98,366,0,Retired,Subang Jaya,10,1471.55,Not Fraud
Razak bin Ahmad,razak.ahmad59@gmail.com,990920-30-9005,013-1266422,0,74026.09,148571.41,237,3,Unemployed,Petaling Jaya,12,181.42,Fraud
Wong binti Pei Shan,wong.pei.shan64@outlook.my,871226-29-9890,011-6027725,21079,68540.09,0,167,0,Engineer,Petaling Jaya,3,129.95,Not Fraud
Aminah binti Khan,aminah.khan37@gmail.com,960604-52-8372,019-8808079,10313,33502.29,89202.62,0,0,Accountant,Bangsar,9,3105.65,Not Fraud
Ong binti Xin Yi,ong.xin.yi81@yahoo.com,970503-40-6302,011-10515344,7084.93,78705.75,117040.12,410,0,Farmer,Damansara Heights,10,3658.17,Not Fraud
Ahmad bin Razak,ahmad.razak6@msn.com,840501-33-9795,013-40109338,24829.47,40125.43,54417.03,107,0,Business Owner,Damansara Heights,2,3626.94,Not Fraud
Tan bin Kok Leong,tan.kok.leong52@outlook.my,960215-29-3197,016-6721195,26070.43,18968.91,0,0,0,Business Owner,Damansara Heights,8,1221.33,Not Fraud
Siti binti Razak,siti.razak1@msn.com,060501-32-7966,016-95476143,0.0,78582.48,0,105,0,Unemployed,Kuala Lumpur City Centre,4,593.68,Not Fraud
Ng binti Shi Hui,ng.shi.hui61@gmail.com,930727-09-4298,017-3261345,15841.64,1746.73,0,0,0,Sales Manager,Kuala Lumpur City Centre,10,223.96,Not Fraud
Amirul bin bin Abdullah,amirul..abdullah63@gmail.com,621202-34-9579,017-68550450,4814,81943.8,17632.73,0,2,Retired,Subang Jaya,2,847.07,Not Fraud
Razak bin bin Abdullah,razak..abdullah75@gmail.com,031023-05-9101,011-1741615,26448.13,0,102114.3,0,0,Engineer,Damansara Heights,9,164.3,Not Fraud
Lee bin Kok Leong,lee.kok.leong11@msn.com,700622-35-9047,012-50781951,27812,94999.05,180963.61,0,0,Doctor,Petaling Jaya,9,89.24,Not Fraud
Nur binti Ismail,nur.ismail85@yahoo.com,580927-49-9886,010-5008330,9122.69,0,0,0,0,Sales Manager,Damansara Heights,4,427.34,Not Fraud
Tan bin Wei Kang,tan.wei.kang21@yahoo.com,700107-52-9555,016-3369580,4113.06,70269.94,99320.76,253,3,Retired,Damansara Heights,7,405.31,Not Fraud
Nur binti Ismail,nur.ismail62@yahoo.com,741016-45-8204,011-75863857,9696.71,57411.25,19401.64,0,5,Accountant,Mont Kiara,3,1840.98,Not Fraud
Chua bin Jun Jie,chua.jun.jie15@outlook.my,030121-23-2627,016-9512683,4501,57950.81,113087.73,0,0,Retired,Bangsar,4,3444.1,Not Fraud
Siti binti Ali,siti.ali52@outlook.my,051020-36-2114,016-93036616,29431.26,0,131639.86,229,0,Business Owner,Mont Kiara,7,1267.38,Not Fraud
Hafiz bin Syazwan,hafiz.syazwan6@yahoo.com,050425-57-3165,014-2159109,0.0,71912.02,0,352,0,Unemployed,Mont Kiara,2,967.38,Not Fraud
Hafiz bin binti Abdullah,hafiz..abdullah35@msn.com,590410-02-9207,012-50347889,9185,34519.16,2921.29,362,0,Sales Manager,Petaling Jaya,5,3002.09,Not Fraud
Aminah binti Singh,aminah.singh5@gmail.com,561218-23-2578,011-0807247,3963,0,138238.33,0,0,Farmer,Bangsar,12,3254.8,Fraud
Ng bin Wei Kang,ng.wei.kang75@yahoo.com,750404-35-4745,010-3599158,15508.26,33131.42,12305.12,0,0,Sales Manager,Damansara Heights,4,4578.72,Not Fraud
Amirul bin Syazwan,amirul.syazwan46@msn.com,850110-35-9611,017-5282828,11684.58,25428.88,122005.01,34,0,IT Specialist,Mont Kiara,12,1757.17,Not Fraud
Yap bin Jun Jie,yap.jun.jie45@yahoo.com,781122-28-3741,016-17319220,9446.7,60183.88,133305.47,0,0,Accountant,Kuala Lumpur City Centre,4,3594.6,Not Fraud
Aishah binti Razak,aishah.razak45@outlook.my,991217-31-2288,018-9219446,7404.47,13373.61,0,0,5,Accountant,Damansara Heights,2,2159.37,Not Fraud
Yap bin Wei Lun,yap.wei.lun54@gmail.com,620716-08-5341,013-77307729,5510,88793.09,110830.77,293,2,Teacher,Bangsar,12,2562.24,Fraud
Lim binti Pei Shan,lim.pei.shan79@outlook.my,001104-09-5558,016-17035280,11570.21,48893.93,7107.31,211,0,Teacher,Damansara Heights,4,2257.34,Not Fraud
Ng binti Pei Shan,ng.pei.shan50@msn.com,700430-30-7388,016-21807284,15837.87,76076.98,0,35,0,Accountant,Damansara Heights,1,332.05,Not Fraud
Ahmad bin Muhammad,ahmad.muhammad49@yahoo.com,720501-51-3385,018-0722913,5814,49450.85,26804.29,0,0,Retired,Subang Jaya,3,3606.49,Not Fraud
Siti binti Ismail,siti.ismail1@msn.com,000315-29-7474,016-2154967,9472.96,70303.99,0,387,0,IT Specialist,Kuala Lumpur City Centre,12,3869.1,Not Fraud
Teoh binti Mei Ling,teoh.mei.ling94@gmail.com,901211-31-9444,010-0436223,6108.64,49324.45,0,0,0,Farmer,Damansara Heights,5,3712.08,Not Fraud
Lim bin Wei Jie,lim.wei.jie25@hotmail.com,730930-06-9911,012-6639846,15356,0,142609.81,243,0,Doctor,Petaling Jaya,7,555.87,Not Fraud
Tan bin Wei Jie,tan.wei.jie27@hotmail.com,630729-38-7245,019-8740654,3024.84,74282.52,0,0,0,Farmer,Damansara Heights,7,2175.18,Fraud
Ong binti Jia Yi,ong.jia.yi22@yahoo.com,760210-34-6152,016-56819214,14353.95,7823.84,179557.03,378,0,Business Owner,Damansara Heights,10,784.76,Not Fraud
Priya binti Saravanan,priya.saravanan10@outlook.my,041012-53-7918,012-0314204,10034.85,0,162459.38,0,2,IT Specialist,Mont Kiara,2,136.19,Not Fraud
Abdullah bin Muhammad,abdullah.muhammad86@hotmail.com,671008-21-5723,011-6092564,25060.57,0,0,473,0,Business Owner,Damansara Heights,4,776.31,Not Fraud
Ahmad bin Khairul,ahmad.khairul94@hotmail.com,030824-22-7843,013-67247891,29295,75565.71,168128.24,0,0,Business Owner,Bangsar,9,2377.77,Not Fraud
Suresh bin Kumar,suresh.kumar60@yahoo.com,810324-28-6703,016-92411328,11835,23506.1,190030.65,59,0,IT Specialist,Subang Jaya,2,2648.83,Not Fraud
Amirul bin Khan,amirul.khan6@yahoo.com,800226-12-4605,017-34279144,7349,87430.21,196916.91,0,0,Farmer,Bangsar,11,1678.42,Not Fraud
Ahmad bin binti Abdullah,ahmad..abdullah51@yahoo.com,831109-21-3107,017-6955761,3921.72,49403.71,197423.82,0,0,Farmer,Mont Kiara,6,4896.98,Fraud
Muhammad bin Amirul,muhammad.amirul77@msn.com,650218-39-7837,014-66627514,21264,0,186140.1,385,0,Doctor,Subang Jaya,3,892.66,Not Fraud
Siti binti Syazwan,siti.syazwan84@msn.com,741114-48-1260,016-7000372,29226.64,0,0,0,0,Business Owner,Damansara Heights,12,822.62,Not Fraud
Farah binti Ahmad,farah.ahmad70@msn.com,791210-43-4866,017-60961815,0,0,0,0,0,Unemployed,Bangsar,10,933.57,Fraud
Aishah binti Abdullah,aishah.abdullah38@hotmail.com,011108-32-2844,019-62495630,5856,0,0,0,5,Retired,Bangsar,9,1483.72,Not Fraud
Ismail bin Muhammad,ismail.muhammad82@hotmail.com,761115-01-5199,010-6804298,29381,71507.65,138008.33,88,0,Doctor,Petaling Jaya,12,3795.13,Not Fraud
Goh binti Mei Ling,goh.mei.ling43@hotmail.com,520425-50-4132,013-67368745,1684,6073.8,0,0,0,Retired,Subang Jaya,8,1153.63,Fraud
Lim bin Zi Xuan,lim.zi.xuan42@hotmail.com,921217-42-4403,010-8316080,17940.45,65460.46,70219.77,27,0,Teacher,Kuala Lumpur City Centre,2,4971.21,Not Fraud
Azizah binti Muhammad,azizah.muhammad92@hotmail.com,710131-39-4206,019-5845462,14523.86,65306.06,50375.12,0,0,IT Specialist,Mont Kiara,4,2452.2,Not Fraud
Ismail bin Singh,ismail.singh14@outlook.my,690307-07-8839,019-36090175,11079.37,0,0,390,0,Sales Manager,Cheras,8,4053.04,Not Fraud
Chua bin Jun Jie,chua.jun.jie9@hotmail.com,030415-23-4345,019-99825971,10515,52406.05,0,0,0,Accountant,Petaling Jaya,1,1973.35,Not Fraud
Ong binti Jia Yi,ong.jia.yi93@yahoo.com,940107-33-6992,011-4002007,0.0,76352.17,0,0,0,Unemployed,Damansara Heights,4,3217.92,Not Fraud
Farah binti Syazwan,farah.syazwan81@outlook.my,660809-45-2070,010-92093812,24149,68157.79,97339.24,0,2,Doctor,Petaling Jaya,12,4725.82,Not Fraud
Sharifah binti binti Abdullah,sharifah..abdullah37@yahoo.com,891118-43-2598,010-96192463,12390,26440.95,20689.3,0,0,Engineer,Subang Jaya,9,3948.15,Not Fraud
Khairul bin Abdullah,khairul.abdullah71@outlook.my,550905-47-7393,010-5924623,12251,0,96335.6,0,0,IT Specialist,Bangsar,6,1563.54,Not Fraud
Aishah binti Amirul,aishah.amirul24@hotmail.com,590525-39-2530,013-22264360,10092,85155.56,198180.49,171,0,IT Specialist,Subang Jaya,5,3686.88,Not Fraud
Aminah binti Syazwan,aminah.syazwan30@hotmail.com,920124-38-5586,014-37592971,6619.6,59931.48,63729.1,0,2,Accountant,Mont Kiara,6,3816.08,Not Fraud
Ong bin Jun Jie,ong.jun.jie20@outlook.my,680125-41-6143,013-76675775,7413,20674.35,154413.64,0,0,Accountant,Bangsar,4,658.71,Not Fraud
Ramesh bin Muthu,ramesh.muthu9@hotmail.com,610208-16-1299,011-17854294,20051.23,56002.98,0,0,0,Engineer,Kuala Lumpur City Centre,11,944.41,Not Fraud
Farah binti Hafiz,farah.hafiz86@gmail.com,871208-51-9768,014-0720184,9510,0,184460.1,428,0,Doctor,Subang Jaya,6,4759.37,Fraud
Razak bin Razak,razak.razak60@outlook.my,761221-22-4359,017-1002768,19675.92,79813.4,0,258,0,Doctor,Mont Kiara,4,1337.61,Not Fraud
Azizah binti Razak,azizah.razak82@msn.com,710116-31-2762,018-49319202,17920.28,3967.12,186852.48,0,0,Sales Manager,Kuala Lumpur City Centre,11,4862.26,Not Fraud
Lim binti Shi Hui,lim.shi.hui58@msn.com,880719-55-6650,014-04569935,6008.55,37801.17,0,0,0,Retired,Cheras,8,4469.41,Not Fraud
Teoh binti Jia Yi,teoh.jia.yi21@hotmail.com,850308-05-6268,011-45933898,16468.26,2510.36,101354.96,0,0,Sales Manager,Mont Kiara,5,3076.82,Not Fraud
Goh binti Mei Ling,goh.mei.ling88@gmail.com,971122-01-9332,016-6804871,10413.63,0,158148.1,0,0,Engineer,Damansara Heights,11,849.83,Not Fraud
Tan bin Wei Lun,tan.wei.lun12@yahoo.com,970602-38-9167,013-8938582,2472.34,0,0,0,0,Farmer,Kuala Lumpur City Centre,9,4899.41,Fraud
Yap bin Kok Leong,yap.kok.leong68@outlook.my,550917-46-5425,019-4957105,2924,70451.74,87746.37,278,0,Farmer,Subang Jaya,10,3412.68,Fraud
Azizah binti Abdullah,azizah.abdullah39@yahoo.com,910123-03-3294,018-1887928,15816.09,13088.12,164753.41,0,0,Sales Manager,Damansara Heights,3,3700.1,Not Fraud
Sharifah binti Ahmad,sharifah.ahmad52@gmail.com,620405-07-9302,019-69375813,11385.92,50276.14,27981.9,0,0,Sales Manager,Damansara Heights,2,2291.53,Not Fraud
Razak bin Amirul,razak.amirul75@msn.com,910831-41-4103,010-2673961,7902.86,63237.35,123720.74,17,0,Farmer,Mont Kiara,9,1381.68,Not Fraud
Sharifah binti Khan,sharifah.khan75@msn.com,001025-07-1052,013-3333633,0.0,0,126039.76,0,1,Unemployed,Kuala Lumpur City Centre,3,2956.24,Fraud
Muhammad bin bin Abdullah,muhammad..abdullah59@hotmail.com,571215-26-4283,016-1380569,9657,70792.85,126358.63,0,0,Sales Manager,Petaling Jaya,2,4488.96,Not Fraud
Ng bin Ah Meng,ng.ah.meng72@msn.com,780209-39-8203,017-44522986,15015,70673.86,0,0,5,Business Owner,Bangsar,2,4040.95,Not Fraud
Farah binti binti Abdullah,farah..abdullah15@outlook.my,780608-42-1112,014-3274800,13886.15,79540.65,0,0,0,IT Specialist,Kuala Lumpur City Centre,9,2491.25,Not Fraud
Chua bin Kok Leong,chua.kok.leong92@msn.com,801129-40-3669,018-85776009,15477.93,17668.09,0,0,0,Engineer,Damansara Heights,9,2690.17,Not Fraud
Hafiz bin Hafiz,hafiz.hafiz31@outlook.my,830822-14-3353,014-99712015,15890.86,7259.8,140862.04,0,0,Teacher,Kuala Lumpur City Centre,8,3216.65,Not Fraud
Razak bin Ahmad,razak.ahmad39@outlook.my,870823-29-1621,011-41984053,6756,92873.87,0,0,0,IT Specialist,Subang Jaya,5,4653.75,Not Fraud
Muhammad bin Hafiz,muhammad.hafiz99@hotmail.com,801018-05-6019,010-68230006,8545,10863.37,190039.06,271,4,Sales Manager,Petaling Jaya,10,2364.54,Not Fraud
Teoh binti Jia Yi,teoh.jia.yi96@outlook.my,031004-54-4142,019-17750321,24141.13,0,0,0,1,Engineer,Cheras,3,2406.24,Not Fraud
Hafiz bin Ali,hafiz.ali79@gmail.com,990316-22-8605,010-1530594,14543,26959.04,49633.74,0,0,Teacher,Petaling Jaya,7,2389.07,Not Fraud
Lee binti Mei Ling,lee.mei.ling56@hotmail.com,731211-43-4304,011-98997150,0.0,89770.01,176547.84,0,4,Unemployed,Kuala Lumpur City Centre,10,1262.86,Fraud
Khairul bin Razak,khairul.razak37@msn.com,820409-10-3957,012-92056321,19115.45,14618.58,70379.25,0,2,Business Owner,Cheras,11,1151.31,Not Fraud
Noraini binti Khairul,noraini.khairul7@msn.com,790518-53-5838,018-13738824,11976.37,36837.48,0,0,3,Teacher,Cheras,11,2831.69,Not Fraud
Aminah binti Khairul,aminah.khairul84@hotmail.com,751031-35-8058,013-0505872,10236.89,73112.79,0,305,0,Accountant,Mont Kiara,12,811.16,Not Fraud
Revathi binti Ravi,revathi.ravi10@yahoo.com,701218-32-2138,018-3304469,11793.86,0,127568.46,0,0,Engineer,Cheras,4,4963.26,Not Fraud
